Age	SLOCStandard	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	SATD	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	CriticalEditDistances	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	Effort	Time	Volume	HalsteadBugs	Difficulty	file
7480	3#20#20#3#3#3#3#3#3#3#7#7#7#7#6#6	0.5270785689353943#0.02613060735166073#0.02613060735166073#0.4821121394634247#0.4821121394634247#0.4821121394634247#0.6658424139022827#0.6658424139022827#0.6658424139022827#0.6264089345932007#0.6044617295265198#0.6044617295265198#0.6044617295265198#0.6044617295265198#0.4855147898197174#0.4855147898197174	0.7987964841608282#0.0018078368138406654#0.0018078368138406654#0.8782218095131916#0.8782218095131916#0.8782218095131916#0.7884337807213135#0.7884337807213135#0.7884337807213135#0.8600019078878706#0.41805695029412004#0.41805695029412004#0.41805695029412004#0.41805695029412004#0.8017305969545049#0.8017305969545049	0#1#1#0#0#0#0#0#0#0#2#2#2#2#1#1	0#1#1#0#0#0#0#0#0#0#2#2#2#2#1#1	0#2#2#0#0#0#0#0#0#0#4#4#4#4#2#2	1#2#2#1#1#1#1#1#1#1#3#3#3#3#2#2	1.89#5.04#5.04#1.89#1.89#1.89#1.89#1.89#1.89#1.89#2.56#2.56#2.56#2.56#2.75#2.75	0#2#2#0#0#0#0#0#0#0#1#1#1#1#1#1	2#5#5#2#2#2#2#2#2#2#3#3#3#3#3#3	19.0#106.0#106.0#16.0#16.0#16.0#19.0#19.0#19.0#16.0#41.0#41.0#41.0#41.0#28.0#28.0	130.70933532714844#89.13851928710938#89.13851928710938#131.91592407226562#131.91592407226562#131.91592407226562#130.70933532714844#130.70933532714844#130.70933532714844#131.91592407226562#111.86443328857422#111.86443328857422#111.86443328857422#111.86443328857422#117.09977722167969#117.09977722167969	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#1#1#1#0#0#0#0#0#0#0	0#2#2#0#0#0#0#0#0#0#1#1#1#1#0#0	0#1#1#1#3#614#761#767#767#796#911#932#982#1163#1604#2152	0#22#0#2#0#0#2#0#0#2#5#0#0#0#2#0	0#24#0#24#0#0#4#0#0#4#6#0#0#0#5#0	0#658#0#686#0#0#14#0#0#36#123#0#0#0#62#0	0#658#0#686#0#0#14#0#0#36#123#0#0#0#62#0	0#2#2#3#2#0#2#0#0#33#2#22#1#0#9#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0	0#1#0#0#0#0#0#0#1#0#0#0#0#0#1#0	470.20834#17133.436#17133.436#315.4767#315.4767#315.4767#651.0577#651.0577#651.0577#315.4767#2835.1848#2835.1848#2835.1848#2835.1848#1066.5812#1066.5812	26.122686#951.85754#951.85754#17.526484#17.526484#17.526484#36.169872#36.169872#36.169872#17.526484#157.51027#157.51027#157.51027#157.51027#59.25451#59.25451	72.339745#556.28033#556.28033#57.3594#57.3594#57.3594#72.339745#72.339745#72.339745#57.3594#177.19905#177.19905#177.19905#177.19905#109.39294#109.39294	0.024113249#0.18542677#0.18542677#0.019119801#0.019119801#0.019119801#0.024113249#0.024113249#0.024113249#0.019119801#0.05906635#0.05906635#0.05906635#0.05906635#0.03646431#0.03646431	6.5#30.800001#30.800001#5.5#5.5#5.5#9.0#9.0#9.0#5.5#16.0#16.0#16.0#16.0#9.75#9.75	getLocale.json
5629	14#14#15#18#13	0.12291879206895828#0.12291879206895828#0.1178818792104721#0.062426112592220306#0.03253389522433281	0.009898025477514493#0.009898025477514493#0.010317331516758354#1.875679323050664E-4#7.732761007896087E-4	3#3#3#4#3	3#3#3#4#3	6#6#6#8#6	4#4#4#5#4	2.56#2.56#2.72#2.48#3.56	1#1#1#1#2	5#5#5#8#8	74.0#74.0#75.0#101.0#82.0	96.48687744140625#96.48687744140625#95.25682830810547#90.33380889892578#96.99214935302734	0#0#0#0#0	1#1#1#1#1	1#1#1#2#1	0#301#626#1158#3569	0#0#1#7#6	0#0#1#11#17	0#0#10#150#170	0#0#10#150#170	0#0#126#29#3	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	8888.928#8888.928#9446.43#18422.094#12479.572	493.8293#493.8293#524.80164#1023.44965#693.3096	376.47226#376.47226#384.69623#537.5147#430.33008	0.12549075#0.12549075#0.12823208#0.17917158#0.14344336	23.61111#23.61111#24.555555#34.272724#29.0	getResource.json
5629	3#3#4	0.026419753208756447#0.026419753208756447#0.30164235830307007	0.916504911351332#0.916504911351332#0.9201328146362984	0#0#0	0#0#0	0#0#0	1#1#1	1.89#1.89#1.73	0#0#0	0#0#0	12.0#12.0#13.0	133.59722900390625#133.59722900390625#128.335205078125	0#0#0	0#0#0	0#0#0	0#301#626	0#0#1	0#0#1	0#0#10	0#0#10	0#0#126	0#0#0	0#0#0	0#0#0	186.80931#186.80931#233.02258	10.378295#10.378295#12.945699	41.51318#41.51318#46.604515	0.013837727#0.013837727#0.015534839	4.5#4.5#5.0	getMaxInactiveInterval.json
5487	2#2#2#2#2#2#2#2#3	0.7855444550514221#0.7855444550514221#0.7855444550514221#0.7855444550514221#0.7855444550514221#0.7855444550514221#0.7855444550514221#0.7855444550514221#0.7497232556343079	0.935765453020713#0.935765453020713#0.935765453020713#0.935765453020713#0.935765453020713#0.935765453020713#0.935765453020713#0.935765453020713#0.6666049398178169	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1	0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#1.89	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#1	9.0#9.0#9.0#9.0#9.0#9.0#9.0#9.0#15.0	142.4026641845703#142.4026641845703#142.4026641845703#142.4026641845703#142.4026641845703#142.4026641845703#142.4026641845703#142.4026641845703#132.086669921875	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#1#34#159#393#695#2738#2809	0#0#0#0#0#0#0#0#1	0#0#0#0#0#0#0#0#1	0#0#0#0#0#0#0#0#66	0#0#0#0#0#0#0#0#66	0#1#1#1#0#1#2#11#2	0#0#0#0#0#0#0#0#0	0#0#1#1#0#0#0#0#0	0#0#1#1#0#0#0#0#0	94.5#94.5#94.5#94.5#94.5#94.5#94.5#94.5#277.533	5.25#5.25#5.25#5.25#5.25#5.25#5.25#5.25#15.418499	27.0#27.0#27.0#27.0#27.0#27.0#27.0#27.0#55.506596	0.009#0.009#0.009#0.009#0.009#0.009#0.009#0.009#0.018502198	3.5#3.5#3.5#3.5#3.5#3.5#3.5#3.5#5.0	onConfigure.json
5475	3#3#3	0.12643274664878845#0.26253408193588257#0.26253408193588257	0.9060347358316597#0.832343174930717#0.832343174930717	0#0#0	0#0#0	0#0#0	1#1#1	1.89#1.89#1.89	0#0#0	0#1#1	12.0#15.0#15.0	133.59722900390625#132.086669921875#132.086669921875	0#0#0	0#0#0	0#0#0	0#197#2093	0#1#0	0#2#0	0#23#0	0#23#0	0#9#3	0#0#0	0#0#0	0#1#0	186.80931#305.2863#305.2863	10.378295#16.96035#16.96035	41.51318#55.506596#55.506596	0.013837727#0.018502198#0.018502198	4.5#5.5#5.5	getRequestHandlerScheduledAfterCurrent.json
3542	8#11#3#5#5	0.0765477791428566#0.05935343727469444#0.35482871532440186#0.31300926208496094#0.31300926208496094	0.15165396552766497#0.0749247879609237#0.6348915312258117#0.4270637320203545#0.4270637320203545	1#2#0#1#1	1#2#0#1#1	2#4#0#2#2	2#3#1#2#2	2.83#2.67#1.89#2.99#2.99	1#1#0#1#1	4#5#1#1#1	44.0#56.0#20.0#30.0#30.0	109.06755828857422#102.31302642822266#130.07347106933594#119.08562469482422#119.08562469482422	0#0#0#0#0	1#1#1#1#1	1#1#0#0#0	0#2#1771#1950#3200	0#4#1#3#0	0#5#10#4#0	0#73#249#70#0	0#73#249#70#0	0#1#1#1#2	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	2988.7866#4641.801#588.59467#1317.6952#1317.6952	166.0437#257.8778#32.699703#73.20529#73.20529	209.21506#272.04694#81.74926#131.76952#131.76952	0.06973835#0.09068231#0.027249753#0.043923173#0.043923173	14.285715#17.0625#7.2000003#10.0#10.0	handleDetachException.json
5876	3#3#3#3#4#3#3#4	0.8238804340362549#0.8238804340362549#0.8238804340362549#0.8238804340362549#0.7530035376548767#0.8238804340362549#0.8238804340362549#0.714185893535614	0.8513285962777178#0.8513285962777178#0.8513285962777178#0.8513285962777178#0.8659459005239095#0.8513285962777178#0.8513285962777178#0.8481760235573667	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1	1.89#1.89#1.89#1.89#1.73#1.89#1.89#2.0	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	15.0#15.0#15.0#15.0#16.0#15.0#15.0#18.0	132.086669921875#132.086669921875#132.086669921875#132.086669921875#126.94251251220703#132.086669921875#132.086669921875#126.19583892822266	0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1	0#0#0#0#0#0#0#0	0#512#512#548#873#1601#1616#1683	0#0#0#0#1#0#0#2	0#0#0#0#1#1#0#3	0#0#0#0#10#10#0#31	0#0#0#0#10#10#0#31	0#1#0#0#126#35#0#18	0#0#0#0#0#0#0#0	0#1#0#0#0#0#0#0	0#1#0#0#0#0#0#0	370.04398#370.04398#370.04398#370.04398#446.72964#370.04398#370.04398#562.5922	20.557999#20.557999#20.557999#20.557999#24.818314#20.557999#20.557999#31.255123	55.506596#55.506596#55.506596#55.506596#60.91768#55.506596#55.506596#70.32403	0.018502198#0.018502198#0.018502198#0.018502198#0.020305892#0.018502198#0.018502198#0.023441343	6.666667#6.666667#6.666667#6.666667#7.3333335#6.666667#6.666667#8.0	setResourceWatcher.json
5635	3#3#3#3#3#3	0.18187803030014038#0.18187803030014038#0.19699326157569885#0.19699326157569885#0.19699326157569885#0.19699326157569885	0.5924078273136353#0.5924078273136353#0.5755198425322661#0.5755198425322661#0.5755198425322661#0.5755198425322661	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	1#1#1#1#1#1	1.89#1.89#1.89#1.89#1.89#1.89	0#0#0#0#0#0	1#1#1#1#1#1	25.0#25.0#25.0#25.0#25.0#25.0	128.91311645507812#128.91311645507812#128.91311645507812#128.91311645507812#128.91311645507812#128.91311645507812	0#0#0#0#0#0	2#2#2#2#2#2	0#0#0#0#0#0	0#21#172#307#969#1125	0#0#2#0#0#0	0#0#4#0#0#0	0#0#8#0#0#0	0#0#8#0#0#0	0#1#2#0#1#2	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	1192.1766#1192.1766#1192.1766#1192.1766#1192.1766#1192.1766	66.23203#66.23203#66.23203#66.23203#66.23203#66.23203	102.18657#102.18657#102.18657#102.18657#102.18657#102.18657	0.034062188#0.034062188#0.034062188#0.034062188#0.034062188#0.034062188	11.666666#11.666666#11.666666#11.666666#11.666666#11.666666	mapUrlFor.json
5367	3#3	0.055102597922086716#0.055102597922086716	0.8997591773884563#0.8997591773884563	0#0	0#0	0#0	1#1	1.89#1.89	0#0	1#1	11.0#11.0	134.504150390625#134.504150390625	0#0	0#0	0#0	0#39	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	139.4767#139.4767	7.7487054#7.7487054	34.869175#34.869175	0.0116230585#0.0116230585	4.0#4.0	onVisibleStateChanged.json
1559	4	0.5495949983596802	0.8399226576443076	0	0	0	1	1.73	0	1	16.0	126.94251251220703	0	0	0	0	0	0	0	0	0	0	0	0	365.50607	20.305893	60.91768	0.020305892	6.0	getRequestCharacterEncoding.json
